Age,Income,Gender,Expenses,City,Education,Marital Status,Date
56.0,54100.0,Female,33800.0,Paris,Bachelor,Single,2023-10-06 11:42:30.135013500
59.0,66300.0,Male,32600.0,Madrid,High School,Married,2023-10-06 12:34:55.409540952
34.0,39500.0,Male,22300.0,Berlin,Bachelor,Single,2023-10-06 13:27:20.684068404
32.0,27000.0,Male,14400.0,Berlin,Master,Widowed,2023-10-06 14:19:45.958595860
35.0,60500.0,Female,40100.0,Paris,High School,Divorced,2023-10-06 15:12:11.233123312
40.0,54900.0,Female,43600.0,Berlin,High School,Married,2023-10-06 16:04:36.507650764
68.0,33200.0,Male,24100.0,Paris,High School,Single,2023-10-06 16:57:01.782178216
47.0,39000.0,Female,18600.0,London,Master,Single,2023-10-06 17:49:27.056705668
51.0,37100.0,Male,23400.0,Paris,Bachelor,Single,2023-10-06 18:41:52.331233124
21.0,39100.0,Male,16700.0,Paris,High School,Single,2023-10-06 19:34:17.605760576
,45100.0,,22500.0,London,High School,Widowed,2023-10-06 20:26:42.880288028
24.0,46000.0,Male,21600.0,Paris,Bachelor,Single,2023-10-06 21:19:08.154815480
35.0,40200.0,Male,21500.0,London,High School,Single,2023-10-06 22:11:33.429342932
59.0,38600.0,Male,25900.0,Berlin,Bachelor,,2023-10-06 23:03:58.703870384
24.0,46600.0,Male,27900.0,Rome,Bachelor,Single,2023-10-06 23:56:23.978397840
57.0,52500.0,Male,40600.0,Paris,Bachelor,,2023-10-07 00:48:49.252925292
23.0,45300.0,Male,22000.0,Paris,Bachelor,Widowed,2023-10-07 01:41:14.527452744
39.0,67400.0,Male,36800.0,London,Master,Single,2023-10-07 02:33:39.801980196
18.0,57600.0,Male,30600.0,Paris,Master,Married,2023-10-07 03:26:05.076507648
21.0,26100.0,Male,12900.0,Paris,High School,Single,2023-10-07 04:18:30.351035104
63.0,57900.0,Male,46200.0,London,Bachelor,Married,2023-10-07 05:10:55.625562556
66.0,59100.0,Female,32800.0,London,High School,Single,2023-10-07 06:03:20.900090008
69.0,43500.0,Male,33800.0,Berlin,High School,Married,2023-10-07 06:55:46.174617460
67.0,27600.0,Female,15400.0,Rome,Bachelor,Single,2023-10-07 07:48:11.449144912
60.0,50100.0,Female,24100.0,Berlin,Bachelor,Single,2023-10-07 08:40:36.723672368
46.0,49900.0,Male,22300.0,Paris,Bachelor,Married,
38.0,33200.0,Male,24600.0,Berlin,High School,Single,2023-10-07 10:25:27.272727272
43.0,28200.0,Male,11600.0,London,High School,Married,2023-10-07 11:17:52.547254724
31.0,48700.0,Male,38300.0,London,High School,Married,2023-10-07 12:10:17.821782176
26.0,46500.0,Male,26400.0,Madrid,Bachelor,Married,2023-10-07 13:02:43.096309628
64.0,43700.0,Male,21800.0,Berlin,Master,Single,2023-10-07 13:55:08.370837084
29.0,48700.0,Male,31500.0,London,Bachelor,Divorced,2023-10-07 14:47:33.645364536
59.0,33500.0,Female,15200.0,Paris,Bachelor,Married,2023-10-07 15:39:58.919891988
68.0,,Female,18700.0,Madrid,High School,Single,2023-10-07 16:32:24.194419440
68.0,58000.0,Male,42400.0,Berlin,Bachelor,,2023-10-07 17:24:49.468946892
23.0,44800.0,Male,25500.0,Paris,Bachelor,Married,2023-10-07 18:17:14.743474348
,24900.0,,15100.0,Paris,High School,Single,2023-10-07 19:09:40.018001800
41.0,42900.0,Male,20200.0,Paris,Bachelor,Single,2023-10-07 20:02:05.292529252
44.0,33900.0,Female,14400.0,Paris,High School,Divorced,2023-10-07 20:54:30.567056704
55.0,54000.0,Female,29500.0,London,Bachelor,Single,2023-10-07 21:46:55.841584156
25.0,54800.0,Male,33000.0,Paris,High School,,
18.0,25100.0,Male,17700.0,Madrid,PhD,Single,2023-10-07 23:31:46.390639064
66.0,61400.0,Male,36900.0,Berlin,High School,Married,2023-10-08 00:24:11.665166516
66.0,,Female,23700.0,Paris,High School,Single,2023-10-08 01:16:36.939693968
41.0,73400.0,Male,32700.0,Paris,PhD,Single,2023-10-08 02:09:02.214221420
64.0,49300.0,Male,21000.0,Paris,High School,,2023-10-08 03:01:27.488748872
24.0,,Female,14500.0,Paris,Bachelor,Married,2023-10-08 03:53:52.763276328
36.0,32900.0,Female,23300.0,Paris,High School,Married,2023-10-08 04:46:18.037803780
39.0,,Female,38800.0,London,Bachelor,Single,2023-10-08 05:38:43.312331232
52.0,44100.0,Male,20100.0,Madrid,Bachelor,Single,2023-10-08 06:31:08.586858684
,48600.0,,20000.0,Madrid,Bachelor,Single,2023-10-08 07:23:33.861386136
46.0,74200.0,Male,,Berlin,High School,Married,2023-10-08 08:15:59.135913592
39.0,,Female,29300.0,London,Master,Married,2023-10-08 09:08:24.410441044
28.0,50900.0,Female,35700.0,Madrid,High School,Married,2023-10-08 10:00:49.684968496
37.0,71300.0,Female,34300.0,London,Bachelor,Married,2023-10-08 10:53:14.959495948
46.0,54100.0,Male,34300.0,Paris,High School,Single,2023-10-08 11:45:40.234023400
68.0,25900.0,Female,18200.0,London,PhD,Married,2023-10-08 12:38:05.508550852
58.0,57600.0,Male,28900.0,Madrid,Master,Single,2023-10-08 13:30:30.783078308
59.0,32600.0,Male,19900.0,Paris,High School,Single,2023-10-08 14:22:56.057605760
51.0,71100.0,Male,37400.0,Paris,Bachelor,Single,2023-10-08 15:15:21.332133212
18.0,37700.0,Male,18500.0,Paris,High School,,2023-10-08 16:07:46.606660664
48.0,94500.0,Male,74500.0,Paris,Master,Single,2023-10-08 17:00:11.881188116
47.0,72000.0,Female,55100.0,Paris,High School,Single,2023-10-08 17:52:37.155715572
65.0,38100.0,Female,22000.0,Paris,High School,Single,2023-10-08 18:45:02.430243024
35.0,50300.0,Male,22900.0,Madrid,High School,Single,2023-10-08 19:37:27.704770476
34.0,61300.0,Male,42400.0,Madrid,Bachelor,Married,2023-10-08 20:29:52.979297928
55.0,61800.0,Male,31000.0,Madrid,High School,Married,2023-10-08 21:22:18.253825380
31.0,56600.0,Male,26500.0,Paris,High School,Married,2023-10-08 22:14:43.528352836
40.0,68800.0,Male,38000.0,Paris,Bachelor,Married,2023-10-08 23:07:08.802880288
42.0,48200.0,Female,29500.0,Paris,High School,Single,2023-10-08 23:59:34.077407740
32.0,44500.0,Male,19500.0,Madrid,High School,,2023-10-09 00:51:59.351935192
63.0,44800.0,Female,28200.0,Paris,Bachelor,Divorced,2023-10-09 01:44:24.626462644
,62900.0,,25500.0,London,Master,Single,2023-10-09 02:36:49.900990096
,55500.0,,42000.0,Paris,Bachelor,Single,2023-10-09 03:29:15.175517552
36.0,54400.0,Male,41800.0,Paris,Bachelor,Single,2023-10-09 04:21:40.450045004
61.0,61900.0,Female,42900.0,Paris,High School,Married,2023-10-09 05:14:05.724572456
51.0,19200.0,Male,11300.0,Berlin,Master,Married,2023-10-09 06:06:30.999099908
52.0,54700.0,Female,27500.0,Paris,High School,Widowed,2023-10-09 06:58:56.273627360
,53300.0,,37200.0,Paris,High School,Married,2023-10-09 07:51:21.548154816
18.0,75000.0,Male,58000.0,Paris,High School,,2023-10-09 08:43:46.822682268
69.0,27100.0,Female,12600.0,London,Bachelor,Married,2023-10-09 09:36:12.097209720
38.0,73400.0,Male,43000.0,London,Bachelor,Widowed,2023-10-09 10:28:37.371737172
46.0,51100.0,Female,26900.0,Madrid,Master,Married,2023-10-09 11:21:02.646264624
23.0,57300.0,Male,31100.0,London,High School,Single,2023-10-09 12:13:27.920792076
54.0,75100.0,Female,42200.0,Paris,Master,Single,2023-10-09 13:05:53.195319532
18.0,58400.0,Male,45600.0,London,Bachelor,Single,2023-10-09 13:58:18.469846984
68.0,56000.0,Female,28200.0,London,High School,Divorced,2023-10-09 14:50:43.744374436
18.0,53600.0,Male,32000.0,Berlin,Bachelor,Married,2023-10-09 15:43:09.018901888
44.0,42700.0,Male,33300.0,Madrid,Bachelor,Married,2023-10-09 16:35:34.293429340
38.0,49600.0,Male,29300.0,Berlin,High School,Single,
33.0,39300.0,Female,29300.0,Paris,High School,Divorced,2023-10-09 18:20:24.842484248
61.0,49300.0,Male,20900.0,Paris,Master,Single,2023-10-09 19:12:50.117011700
57.0,15000.0,Male,11700.0,Madrid,High School,Single,2023-10-09 20:05:15.391539152
43.0,56400.0,Female,26800.0,Paris,PhD,Single,2023-10-09 20:57:40.666066604
33.0,48200.0,Female,38200.0,Berlin,Bachelor,Single,2023-10-09 21:50:05.940594060
45.0,45000.0,Male,21200.0,Rome,Bachelor,Widowed,2023-10-09 22:42:31.215121512
18.0,53300.0,Female,30800.0,London,High School,Single,2023-10-09 23:34:56.489648964
53.0,28500.0,Male,14900.0,London,High School,Single,2023-10-10 00:27:21.764176416
27.0,,Female,45200.0,London,Bachelor,Divorced,2023-10-10 01:19:47.038703868
60.0,48500.0,Female,24300.0,Paris,High School,Married,2023-10-10 02:12:12.313231320
34.0,47800.0,Male,37600.0,London,High School,Single,2023-10-10 03:04:37.587758776
40.0,35500.0,Male,18500.0,Paris,High School,Single,2023-10-10 03:57:02.862286228
24.0,50400.0,Male,33300.0,Paris,High School,Married,2023-10-10 04:49:28.136813680
61.0,70800.0,Male,32200.0,London,High School,Single,2023-10-10 05:41:53.411341132
24.0,65500.0,Female,47800.0,London,High School,Single,2023-10-10 06:34:18.685868584
61.0,62800.0,Male,38700.0,Berlin,Bachelor,Single,2023-10-10 07:26:43.960396040
32.0,58200.0,Female,46100.0,Madrid,Bachelor,Married,2023-10-10 08:19:09.234923492
51.0,44600.0,Male,25400.0,Paris,Master,Married,2023-10-10 09:11:34.509450944
63.0,28200.0,Female,13500.0,Berlin,High School,Married,2023-10-10 10:03:59.783978396
62.0,47000.0,Female,25300.0,Paris,Bachelor,Married,2023-10-10 10:56:25.058505848
21.0,,Female,32300.0,London,Bachelor,Married,2023-10-10 11:48:50.333033304
,65700.0,,43600.0,Madrid,Bachelor,,2023-10-10 12:41:15.607560756
31.0,54600.0,Male,38800.0,Paris,Bachelor,Married,2023-10-10 13:33:40.882088208
33.0,74200.0,Male,31900.0,London,Bachelor,Married,2023-10-10 14:26:06.156615660
24.0,68000.0,Male,43000.0,London,High School,Divorced,2023-10-10 15:18:31.431143112
49.0,43200.0,Male,33400.0,Berlin,High School,Married,2023-10-10 16:10:56.705670564
36.0,23100.0,Female,10200.0,London,High School,Married,2023-10-10 17:03:21.980198020
19.0,70800.0,Male,,Berlin,High School,Married,2023-10-10 17:55:47.254725472
27.0,70400.0,Male,48300.0,Paris,Bachelor,Single,2023-10-10 18:48:12.529252924
67.0,29500.0,Male,15500.0,Berlin,Bachelor,Married,2023-10-10 19:40:37.803780376
34.0,72600.0,Male,48200.0,London,Bachelor,Divorced,2023-10-10 20:33:03.078307828
54.0,55700.0,Male,34400.0,London,High School,Single,2023-10-10 21:25:28.352835284
29.0,52400.0,Female,41600.0,Paris,Bachelor,Married,2023-10-10 22:17:53.627362736
23.0,74200.0,Male,56100.0,Paris,High School,Single,2023-10-10 23:10:18.901890188
39.0,,Female,47100.0,Paris,High School,Married,2023-10-11 00:02:44.176417640
49.0,59800.0,Male,30200.0,Paris,Bachelor,Married,2023-10-11 00:55:09.450945092
58.0,,Female,28800.0,Paris,Bachelor,Married,2023-10-11 01:47:34.725472548
37.0,59200.0,Male,44600.0,Berlin,Bachelor,Single,
18.0,44000.0,Female,27900.0,Madrid,High School,Married,2023-10-11 03:32:25.274527452
64.0,49200.0,Male,35200.0,Berlin,Master,Single,2023-10-11 04:24:50.549054904
23.0,36500.0,Male,21200.0,Berlin,Master,Married,2023-10-11 05:17:15.823582356
36.0,45000.0,Male,19900.0,Paris,Bachelor,Married,2023-10-11 06:09:41.098109808
35.0,44500.0,Female,23700.0,London,PhD,Married,2023-10-11 07:02:06.372637264
23.0,40500.0,Female,18800.0,Madrid,High School,Single,2023-10-11 07:54:31.647164716
62.0,52100.0,Male,37100.0,Berlin,High School,Married,2023-10-11 08:46:56.921692168
50.0,45100.0,Male,30700.0,Paris,Master,Married,2023-10-11 09:39:22.196219620
40.0,57500.0,Male,25000.0,London,High School,Single,2023-10-11 10:31:47.470747072
40.0,25700.0,Male,16700.0,Paris,High School,Single,2023-10-11 11:24:12.745274528
43.0,48300.0,Male,36200.0,Paris,High School,,2023-10-11 12:16:38.019801980
30.0,52000.0,Male,35300.0,London,High School,Divorced,2023-10-11 13:09:03.294329432
24.0,,Female,27400.0,Madrid,High School,Married,2023-10-11 14:01:28.568856884
32.0,47400.0,Female,24900.0,London,Bachelor,Married,
61.0,26200.0,Male,19800.0,Paris,High School,Divorced,2023-10-11 15:46:19.117911788
44.0,55300.0,Male,31500.0,London,High School,Single,2023-10-11 16:38:44.392439244
43.0,59700.0,Male,44300.0,Berlin,Bachelor,Married,2023-10-11 17:31:09.666966696
50.0,57400.0,Male,40900.0,Paris,Bachelor,Married,2023-10-11 18:23:34.941494148
32.0,65600.0,Male,47700.0,London,Bachelor,Widowed,2023-10-11 19:16:00.216021600
53.0,53000.0,Male,42200.0,Paris,Master,Single,2023-10-11 20:08:25.490549052
62.0,57200.0,Female,40000.0,London,High School,Single,2023-10-11 21:00:50.765076508
44.0,,Female,21600.0,Paris,High School,Single,2023-10-11 21:53:16.039603960
22.0,60300.0,Male,29100.0,Madrid,Bachelor,Single,2023-10-11 22:45:41.314131412
19.0,26300.0,Male,10900.0,Paris,High School,Married,2023-10-11 23:38:06.588658864
50.0,36600.0,Female,17400.0,Paris,Bachelor,Single,2023-10-12 00:30:31.863186316
33.0,73800.0,Female,31300.0,Paris,High School,Single,2023-10-12 01:22:57.137713772
40.0,13100.0,Male,7900.0,London,High School,Widowed,
55.0,,Female,19700.0,Berlin,High School,Widowed,2023-10-12 03:07:47.686768676
33.0,67600.0,Male,39800.0,Paris,High School,Single,2023-10-12 04:00:12.961296128
31.0,48600.0,Male,36900.0,Paris,High School,Married,2023-10-12 04:52:38.235823580
46.0,43900.0,Male,30700.0,Berlin,High School,Divorced,2023-10-12 05:45:03.510351032
43.0,51900.0,Female,40400.0,Berlin,PhD,Single,2023-10-12 06:37:28.784878488
52.0,44700.0,Male,21900.0,Berlin,Master,Single,2023-10-12 07:29:54.059405940
32.0,50500.0,Male,30900.0,London,Bachelor,Single,2023-10-12 08:22:19.333933392
20.0,39700.0,Female,20900.0,Berlin,Master,Single,2023-10-12 09:14:44.608460844
40.0,66600.0,Female,39800.0,Paris,Bachelor,Married,2023-10-12 10:07:09.882988296
46.0,71300.0,Female,44400.0,London,High School,Single,2023-10-12 10:59:35.157515752
51.0,48000.0,Male,19900.0,Berlin,Bachelor,Married,2023-10-12 11:52:00.432043204
50.0,29200.0,Female,14400.0,Paris,High School,,2023-10-12 12:44:25.706570656
58.0,42100.0,Male,28700.0,London,Bachelor,Single,2023-10-12 13:36:50.981098108
58.0,47200.0,Male,33500.0,Berlin,High School,Single,2023-10-12 14:29:16.255625560
40.0,57600.0,Male,36200.0,London,Master,Single,2023-10-12 15:21:41.530153016
24.0,34900.0,Male,17700.0,London,Bachelor,Married,2023-10-12 16:14:06.804680468
20.0,38500.0,Male,21600.0,Paris,High School,Married,2023-10-12 17:06:32.079207920
49.0,57700.0,Female,25300.0,Paris,Master,,2023-10-12 17:58:57.353735372
48.0,64100.0,Male,50100.0,Paris,Master,Single,2023-10-12 18:51:22.628262824
35.0,40700.0,Male,30400.0,Madrid,Master,Married,2023-10-12 19:43:47.902790276
60.0,30000.0,Male,12800.0,Madrid,Bachelor,Single,2023-10-12 20:36:13.177317732
24.0,99300.0,Male,46300.0,Paris,Bachelor,Married,2023-10-12 21:28:38.451845184
58.0,61700.0,Male,39000.0,Paris,High School,Married,2023-10-12 22:21:03.726372636
18.0,46000.0,Female,22700.0,Paris,High School,Married,2023-10-12 23:13:29.000900088
31.0,63000.0,Female,48700.0,Paris,High School,Single,2023-10-13 00:05:54.275427540
69.0,48100.0,Female,33800.0,Paris,High School,Divorced,2023-10-13 00:58:19.549954996
49.0,63000.0,Male,32100.0,Paris,High School,Single,2023-10-13 01:50:44.824482448
23.0,52400.0,Male,21100.0,Berlin,Bachelor,Single,2023-10-13 02:43:10.099009900
56.0,51400.0,Male,37000.0,Berlin,High School,Single,2023-10-13 03:35:35.373537352
27.0,48300.0,Female,27500.0,Paris,High School,,2023-10-13 04:28:00.648064804
24.0,28300.0,Male,18600.0,London,Bachelor,Single,2023-10-13 05:20:25.922592256
43.0,79100.0,Male,40700.0,London,High School,Divorced,2023-10-13 06:12:51.197119712
51.0,35900.0,Male,16400.0,Paris,High School,Single,2023-10-13 07:05:16.471647164
47.0,29600.0,Male,19800.0,Berlin,High School,Single,2023-10-13 07:57:41.746174616
53.0,46800.0,Male,27200.0,Paris,High School,Married,2023-10-13 08:50:07.020702068
38.0,35600.0,Male,17600.0,Paris,PhD,Married,2023-10-13 09:42:32.295229520
34.0,49200.0,Female,22400.0,Paris,Bachelor,Married,2023-10-13 10:34:57.569756976
50.0,60300.0,Female,38100.0,Madrid,High School,Single,2023-10-13 11:27:22.844284428
27.0,64900.0,Male,44800.0,London,High School,Divorced,2023-10-13 12:19:48.118811880
68.0,62200.0,Male,31900.0,London,High School,,2023-10-13 13:12:13.393339332
64.0,45400.0,Female,31500.0,Berlin,Bachelor,Single,
59.0,50700.0,Male,24000.0,Paris,PhD,Single,2023-10-13 14:57:03.942394240
68.0,56100.0,Male,30000.0,Madrid,High School,Single,2023-10-13 15:49:29.216921692
29.0,23600.0,Female,16500.0,London,Bachelor,,2023-10-13 16:41:54.491449144
33.0,58600.0,Male,38900.0,London,High School,Married,2023-10-13 17:34:19.765976596
58.0,28100.0,Male,14300.0,Berlin,Bachelor,Widowed,
49.0,80600.0,Male,36200.0,London,High School,Married,2023-10-13 19:19:10.315031500
32.0,43900.0,Male,18300.0,Madrid,High School,Single,2023-10-13 20:11:35.589558956
44.0,47200.0,Male,34700.0,Berlin,Bachelor,Married,2023-10-13 21:04:00.864086408
45.0,38500.0,Male,16600.0,Paris,High School,Single,2023-10-13 21:56:26.138613860
34.0,40600.0,Male,18100.0,Paris,Bachelor,Married,2023-10-13 22:48:51.413141312
63.0,84100.0,Male,41600.0,Paris,Master,Single,2023-10-13 23:41:16.687668764
67.0,64100.0,Male,37100.0,Paris,High School,Single,2023-10-14 00:33:41.962196220
19.0,26800.0,Male,19200.0,Paris,High School,,
53.0,72600.0,Male,36200.0,Paris,High School,Married,
67.0,67900.0,Male,41900.0,Paris,High School,Single,2023-10-14 03:10:57.785778576
24.0,45800.0,Male,20000.0,Berlin,Bachelor,Married,2023-10-14 04:03:23.060306028
30.0,54600.0,Male,32000.0,Berlin,High School,Divorced,2023-10-14 04:55:48.334833484
32.0,49800.0,Male,23500.0,Paris,Bachelor,Single,2023-10-14 05:48:13.609360936
42.0,79600.0,Male,38600.0,Paris,Bachelor,Married,2023-10-14 06:40:38.883888388
40.0,38100.0,Male,20800.0,Paris,High School,Single,2023-10-14 07:33:04.158415840
39.0,52200.0,Male,36800.0,Madrid,Bachelor,Married,2023-10-14 08:25:29.432943292
43.0,43600.0,Female,30400.0,London,Master,Married,2023-10-14 09:17:54.707470744
50.0,28500.0,Male,16100.0,Rome,High School,Single,2023-10-14 10:10:19.981998200
28.0,82900.0,Male,37100.0,Madrid,Bachelor,Single,2023-10-14 11:02:45.256525652
27.0,32300.0,Male,16500.0,Madrid,Bachelor,Married,2023-10-14 11:55:10.531053104
42.0,53300.0,Female,32100.0,Paris,Bachelor,Married,
,23900.0,,17900.0,London,High School,Single,2023-10-14 13:40:01.080108008
65.0,44000.0,Male,34600.0,Rome,Master,Single,2023-10-14 14:32:26.354635464
60.0,56300.0,Male,36900.0,Paris,Bachelor,Married,2023-10-14 15:24:51.629162916
,37600.0,,20300.0,London,High School,,
58.0,,Female,39800.0,Paris,Bachelor,Single,2023-10-14 17:09:42.178217820
62.0,46000.0,Female,24600.0,Paris,Master,Single,2023-10-14 18:02:07.452745272
41.0,67400.0,Male,43800.0,Madrid,Master,Single,2023-10-14 18:54:32.727272728
57.0,70400.0,Male,35000.0,London,Master,Married,2023-10-14 19:46:58.001800180
63.0,41200.0,Female,20900.0,Berlin,High School,Married,2023-10-14 20:39:23.276327632
50.0,51200.0,Male,22000.0,London,High School,Single,2023-10-14 21:31:48.550855084
34.0,52800.0,Male,30000.0,London,Bachelor,Single,2023-10-14 22:24:13.825382536
41.0,59300.0,Female,38400.0,Berlin,High School,Single,2023-10-14 23:16:39.099909988
54.0,50200.0,Male,35900.0,Rome,Bachelor,Married,2023-10-15 00:09:04.374437444
19.0,52900.0,Female,38300.0,Rome,High School,Divorced,2023-10-15 01:01:29.648964896
49.0,46300.0,Male,36900.0,Berlin,High School,Married,2023-10-15 01:53:54.923492348
41.0,51700.0,Male,22500.0,London,Bachelor,Single,2023-10-15 02:46:20.198019800
26.0,69500.0,Male,41500.0,Paris,High School,Single,2023-10-15 03:38:45.472547252
21.0,,Female,36300.0,Paris,High School,Single,2023-10-15 04:31:10.747074708
34.0,60500.0,Male,43700.0,Paris,Master,,2023-10-15 05:23:36.021602160
34.0,60800.0,Male,30800.0,Paris,Bachelor,Single,2023-10-15 06:16:01.296129612
67.0,47700.0,Female,20400.0,Paris,Bachelor,Divorced,2023-10-15 07:08:26.570657064
,54800.0,,28800.0,Paris,Bachelor,Single,2023-10-15 08:00:51.845184516
47.0,33700.0,Male,26700.0,Paris,High School,Single,2023-10-15 08:53:17.119711968
57.0,69000.0,Male,52400.0,London,High School,,2023-10-15 09:45:42.394239424
28.0,8300.0,Male,4600.0,Paris,High School,,2023-10-15 10:38:07.668766876
38.0,48700.0,Male,36500.0,Berlin,Master,Single,2023-10-15 11:30:32.943294328
38.0,67100.0,Male,27700.0,Paris,High School,Single,2023-10-15 12:22:58.217821780
35.0,,Female,15500.0,London,Bachelor,Single,2023-10-15 13:15:23.492349232
46.0,56000.0,Male,38700.0,Madrid,High School,Married,2023-10-15 14:07:48.766876688
41.0,,Female,19400.0,Paris,Bachelor,Widowed,2023-10-15 15:00:14.041404140
27.0,44500.0,Male,21300.0,Rome,High School,Married,2023-10-15 15:52:39.315931592
62.0,64200.0,Female,47800.0,London,Bachelor,Single,2023-10-15 16:45:04.590459044
,53000.0,,34300.0,Paris,Master,Married,2023-10-15 17:37:29.864986496
35.0,19500.0,Male,15500.0,Paris,Bachelor,Single,2023-10-15 18:29:55.139513952
59.0,35400.0,Male,16100.0,Madrid,Bachelor,Married,2023-10-15 19:22:20.414041404
65.0,64600.0,Male,35000.0,London,Bachelor,Single,2023-10-15 20:14:45.688568856
37.0,56700.0,Male,29700.0,Paris,Bachelor,Single,2023-10-15 21:07:10.963096308
,76200.0,,,Madrid,High School,Married,2023-10-15 21:59:36.237623760
62.0,75200.0,Male,37800.0,Berlin,High School,Single,2023-10-15 22:52:01.512151212
35.0,44900.0,Male,24300.0,Berlin,Bachelor,Married,2023-10-15 23:44:26.786678668
34.0,87500.0,Male,40000.0,Madrid,Master,Divorced,2023-10-16 00:36:52.061206120
26.0,,Female,35800.0,Berlin,Bachelor,Single,2023-10-16 01:29:17.335733572
31.0,,Female,17600.0,Paris,Bachelor,Single,2023-10-16 02:21:42.610261024
66.0,40500.0,Male,17300.0,London,Bachelor,Married,2023-10-16 03:14:07.884788476
46.0,16100.0,Male,9200.0,Berlin,PhD,Married,2023-10-16 04:06:33.159315932
48.0,74100.0,Male,41200.0,Paris,Bachelor,Single,2023-10-16 04:58:58.433843384
21.0,73900.0,Female,34800.0,Paris,Bachelor,Single,2023-10-16 05:51:23.708370836
35.0,,Female,15800.0,Paris,High School,Married,2023-10-16 06:43:48.982898288
37.0,46600.0,Male,35400.0,Paris,High School,Single,2023-10-16 07:36:14.257425740
64.0,51400.0,Male,22000.0,Paris,High School,,2023-10-16 08:28:39.531953196
60.0,35600.0,Male,15700.0,Berlin,Master,Single,2023-10-16 09:21:04.806480648
,23700.0,,11800.0,Berlin,High School,Single,2023-10-16 10:13:30.081008100
26.0,46800.0,Male,36600.0,Paris,Bachelor,Married,2023-10-16 11:05:55.355535552
30.0,45200.0,Male,19600.0,Berlin,PhD,Single,2023-10-16 11:58:20.630063004
32.0,44200.0,Male,32100.0,London,Master,Single,2023-10-16 12:50:45.904590456
44.0,53300.0,Male,40300.0,Paris,Bachelor,Single,2023-10-16 13:43:11.179117912
32.0,71400.0,Female,39400.0,Paris,High School,Single,2023-10-16 14:35:36.453645364
45.0,45500.0,Male,23500.0,Paris,High School,Single,2023-10-16 15:28:01.728172816
54.0,52600.0,Male,35300.0,Berlin,High School,Single,2023-10-16 16:20:27.002700268
,60900.0,,41500.0,Paris,Bachelor,Single,
43.0,58300.0,Male,41500.0,Paris,High School,Divorced,2023-10-16 18:05:17.551755176
69.0,40800.0,Female,29900.0,Paris,High School,Married,2023-10-16 18:57:42.826282628
,51400.0,,26100.0,Madrid,Bachelor,,2023-10-16 19:50:08.100810080
42.0,58200.0,Male,39300.0,Berlin,High School,Single,2023-10-16 20:42:33.375337532
43.0,33100.0,Male,15000.0,London,Bachelor,Married,2023-10-16 21:34:58.649864984
43.0,69000.0,Male,41700.0,Madrid,Bachelor,Single,2023-10-16 22:27:23.924392436
63.0,71500.0,Female,46100.0,Paris,Bachelor,Single,2023-10-16 23:19:49.198919892
45.0,39200.0,Male,18200.0,London,PhD,Single,2023-10-17 00:12:14.473447344
66.0,52900.0,Male,22800.0,Paris,High School,Married,2023-10-17 01:04:39.747974796
35.0,59600.0,Male,28500.0,Paris,High School,Single,2023-10-17 01:57:05.022502248
49.0,41800.0,Male,23800.0,Berlin,High School,,2023-10-17 02:49:30.297029700
20.0,57200.0,Male,43200.0,Berlin,Bachelor,Single,2023-10-17 03:41:55.571557156
19.0,52400.0,Male,32100.0,Paris,Master,Single,2023-10-17 04:34:20.846084608
50.0,28000.0,Male,19600.0,Paris,Master,Single,2023-10-17 05:26:46.120612060
59.0,56900.0,Female,26700.0,Paris,PhD,Single,2023-10-17 06:19:11.395139512
36.0,33500.0,Male,14800.0,Berlin,Bachelor,Married,2023-10-17 07:11:36.669666964
34.0,64100.0,Male,31800.0,Paris,Bachelor,Married,2023-10-17 08:04:01.944194420
61.0,39900.0,Male,21000.0,London,Bachelor,Single,2023-10-17 08:56:27.218721872
50.0,47600.0,Male,29500.0,Madrid,High School,Single,
29.0,70600.0,Male,53100.0,Paris,High School,Single,2023-10-17 10:41:17.767776776
66.0,57400.0,Male,32700.0,Madrid,High School,,2023-10-17 11:33:43.042304228
,33800.0,,20500.0,Paris,High School,,
60.0,34800.0,Female,14000.0,London,High School,Single,2023-10-17 13:18:33.591359136
66.0,41000.0,Male,16900.0,Berlin,Master,Divorced,2023-10-17 14:10:58.865886588
43.0,55900.0,Female,24200.0,London,Bachelor,Single,2023-10-17 15:03:24.140414040
52.0,55400.0,Female,37600.0,Paris,Bachelor,Married,2023-10-17 15:55:49.414941492
25.0,,Female,22200.0,Madrid,High School,Divorced,2023-10-17 16:48:14.689468944
69.0,32500.0,Male,15500.0,Paris,Bachelor,Divorced,2023-10-17 17:40:39.963996400
53.0,54200.0,Female,34500.0,London,Bachelor,Single,2023-10-17 18:33:05.238523852
24.0,47300.0,Female,29200.0,Paris,High School,Single,2023-10-17 19:25:30.513051304
63.0,82400.0,Male,35900.0,London,Bachelor,Married,2023-10-17 20:17:55.787578756
63.0,50500.0,Male,33100.0,London,Master,Single,2023-10-17 21:10:21.062106208
53.0,77200.0,Male,54600.0,London,Bachelor,Married,2023-10-17 22:02:46.336633664
33.0,32400.0,Male,16700.0,Paris,High School,Married,2023-10-17 22:55:11.611161116
41.0,26400.0,Male,17800.0,London,High School,,2023-10-17 23:47:36.885688568
18.0,33200.0,Male,15900.0,Paris,High School,Single,2023-10-18 00:40:02.160216020
66.0,,Female,47600.0,Paris,Master,Married,2023-10-18 01:32:27.434743472
