age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
32.0,admin.,single,secondary,no,-133,yes,no,cellular,14,may,119.0,1,352,2,failure
34.0,blue-collar,married,primary,no,-204,yes,no,cellular,14,may,61.0,6,-1,0,
32.0,services,single,,no,6145,yes,no,cellular,14,may,362.0,1,287,13,failure
33.0,management,married,tertiary,no,0,yes,yes,cellular,14,may,83.0,2,-1,0,
35.0,blue-collar,divorced,secondary,no,-566,yes,no,cellular,14,may,151.0,2,353,2,failure
39.0,blue-collar,married,secondary,no,49,yes,no,cellular,14,may,566.0,1,370,2,failure
33.0,blue-collar,married,secondary,no,1233,yes,no,cellular,14,may,141.0,1,-1,0,
31.0,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291.0,1,364,1,other
28.0,admin.,married,secondary,no,84,yes,yes,cellular,14,may,287.0,1,-1,0,
29.0,admin.,single,secondary,no,25,yes,no,cellular,14,may,244.0,1,343,2,failure
26.0,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667.0,1,-1,0,
38.0,services,married,secondary,no,934,yes,no,cellular,14,may,715.0,1,-1,0,
38.0,blue-collar,divorced,secondary,no,2048,no,yes,cellular,14,may,123.0,1,-1,0,
31.0,blue-collar,married,secondary,no,125,yes,no,cellular,14,may,201.0,1,350,2,failure
31.0,blue-collar,single,tertiary,no,328,yes,no,cellular,14,may,414.0,1,175,1,failure
28.0,student,single,tertiary,no,170,no,no,telephone,14,may,16.0,5,-1,0,
37.0,management,single,tertiary,no,833,yes,no,cellular,14,may,212.0,1,-1,0,
31.0,blue-collar,married,primary,no,554,yes,no,cellular,14,may,317.0,1,352,5,failure
44.0,blue-collar,married,secondary,no,500,yes,no,cellular,14,may,86.0,2,304,2,failure
32.0,blue-collar,married,secondary,no,22,yes,no,cellular,14,may,145.0,1,-1,0,
32.0,blue-collar,married,secondary,no,1914,yes,no,cellular,14,may,532.0,1,358,1,failure
52.0,admin.,divorced,secondary,no,1135,yes,no,cellular,14,may,248.0,1,-1,0,
47.0,admin.,divorced,secondary,no,980,yes,no,cellular,14,may,158.0,1,-1,0,
46.0,technician,married,tertiary,no,217,yes,no,cellular,14,may,141.0,1,346,2,other
41.0,blue-collar,married,secondary,no,14,yes,no,cellular,14,may,161.0,3,-1,0,
30.0,student,single,tertiary,no,31,yes,no,cellular,14,may,23.0,1,-1,0,
40.0,services,married,secondary,no,438,yes,no,telephone,14,may,276.0,1,-1,0,
46.0,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201.0,1,345,1,other
44.0,management,married,,no,415,yes,no,telephone,14,may,7.0,7,-1,0,
36.0,management,married,tertiary,no,242,yes,no,cellular,14,may,20.0,1,-1,0,
38.0,admin.,married,secondary,no,66,yes,no,cellular,14,may,51.0,1,365,7,failure
35.0,blue-collar,married,primary,no,602,yes,no,cellular,14,may,467.0,6,-1,0,
36.0,management,married,tertiary,no,532,yes,no,cellular,14,may,603.0,1,-1,0,
28.0,services,married,primary,no,3,yes,no,cellular,14,may,9.0,1,-1,0,
38.0,technician,single,tertiary,no,744,yes,no,cellular,14,may,283.0,1,288,12,other
36.0,self-employed,married,tertiary,no,307,yes,no,cellular,14,may,341.0,1,330,2,other
36.0,admin.,divorced,secondary,no,869,yes,no,cellular,14,may,102.0,1,350,1,failure
49.0,blue-collar,married,tertiary,no,1769,yes,no,cellular,14,may,283.0,2,-1,0,
54.0,services,married,primary,no,8,yes,no,cellular,14,may,143.0,1,-1,0,
44.0,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717.0,1,-1,0,
28.0,blue-collar,single,secondary,no,61,yes,no,cellular,14,may,428.0,3,-1,0,
38.0,services,divorced,secondary,no,6182,yes,no,cellular,14,may,484.0,3,177,1,other
33.0,management,single,tertiary,no,5145,yes,no,cellular,14,may,338.0,1,175,2,other
43.0,blue-collar,divorced,secondary,no,688,yes,no,cellular,14,may,149.0,3,-1,0,
43.0,blue-collar,married,secondary,no,117,yes,no,cellular,14,may,73.0,1,370,1,failure
47.0,technician,married,secondary,no,417,yes,no,cellular,14,may,94.0,1,-1,0,
43.0,blue-collar,single,secondary,no,592,yes,no,cellular,14,may,260.0,1,-1,0,
38.0,management,single,tertiary,no,-119,yes,no,cellular,14,may,185.0,1,-1,0,
23.0,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,223.0,1,-1,0,
36.0,management,single,tertiary,no,85,no,no,cellular,14,may,76.0,1,-1,0,
56.0,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214.0,1,349,1,failure
49.0,management,married,tertiary,no,85,yes,no,cellular,14,may,590.0,5,359,1,other
40.0,retired,divorced,primary,no,919,yes,no,cellular,14,may,103.0,2,-1,0,
26.0,admin.,single,secondary,no,66,yes,no,cellular,14,may,451.0,1,339,3,failure
29.0,technician,single,secondary,no,500,yes,no,cellular,14,may,273.0,3,-1,0,
31.0,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745.0,1,174,3,failure
55.0,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854.0,2,360,1,failure
39.0,services,married,secondary,no,20928,no,no,cellular,14,may,1166.0,1,352,1,other
48.0,blue-collar,married,secondary,no,503,yes,no,cellular,14,may,105.0,1,-1,0,
34.0,blue-collar,married,secondary,no,2436,yes,no,cellular,14,may,8.0,7,-1,0,
44.0,admin.,single,secondary,no,275,yes,no,cellular,14,may,7.0,5,367,4,failure
32.0,management,married,tertiary,no,2431,yes,no,cellular,14,may,646.0,5,-1,0,
49.0,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162.0,2,-1,0,
37.0,technician,married,secondary,no,720,yes,no,cellular,14,may,365.0,6,36,3,failure
37.0,admin.,divorced,secondary,no,0,yes,yes,cellular,14,may,17.0,7,-1,0,
40.0,unemployed,married,secondary,no,270,yes,no,cellular,14,may,255.0,2,345,1,failure
40.0,technician,married,tertiary,no,253,yes,no,cellular,14,may,377.0,4,280,2,other
43.0,management,married,primary,no,62,yes,no,cellular,14,may,133.0,1,300,3,failure
37.0,admin.,single,secondary,no,9,yes,no,cellular,14,may,165.0,1,-1,0,
35.0,services,married,secondary,no,341,yes,no,cellular,14,may,345.0,1,-1,0,
48.0,blue-collar,divorced,primary,no,194,yes,no,cellular,14,may,263.0,1,-1,0,
35.0,admin.,married,secondary,no,3863,yes,no,cellular,14,may,125.0,1,175,1,failure
50.0,blue-collar,divorced,primary,no,1629,yes,no,cellular,14,may,67.0,1,-1,0,
31.0,services,married,secondary,no,640,yes,no,cellular,14,may,411.0,2,-1,0,
35.0,management,single,tertiary,no,-146,yes,no,cellular,14,may,279.0,1,266,1,failure
35.0,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456.0,1,300,1,failure
33.0,blue-collar,married,secondary,no,705,yes,no,cellular,14,may,112.0,2,-1,0,
35.0,services,single,secondary,no,35,yes,no,cellular,14,may,152.0,1,-1,0,
31.0,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680.0,1,177,1,success
28.0,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,10.0,9,344,1,failure
39.0,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180.0,1,-1,0,
39.0,management,single,tertiary,no,3202,yes,no,cellular,14,may,14.0,8,-1,0,
48.0,admin.,divorced,,no,-70,no,no,cellular,14,may,243.0,1,-1,0,
29.0,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,535.0,1,352,2,failure
49.0,entrepreneur,divorced,secondary,no,816,yes,no,cellular,14,may,12.0,7,-1,0,
29.0,blue-collar,single,,no,913,yes,no,telephone,14,may,188.0,1,352,2,failure
38.0,technician,single,secondary,no,1211,yes,no,cellular,14,may,498.0,1,358,1,success
53.0,services,divorced,primary,no,146,yes,no,cellular,14,may,149.0,1,370,1,failure
28.0,services,married,secondary,no,0,yes,no,telephone,14,may,62.0,7,-1,0,
50.0,blue-collar,married,secondary,no,-581,yes,no,cellular,14,may,877.0,2,345,5,failure
40.0,admin.,single,primary,no,846,yes,no,cellular,14,may,204.0,1,-1,0,
48.0,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,210.0,2,352,1,failure
54.0,retired,married,secondary,no,1139,yes,no,cellular,14,may,155.0,1,177,7,failure
34.0,management,married,tertiary,no,902,yes,no,cellular,14,may,159.0,1,367,2,other
28.0,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578.0,1,-1,0,
59.0,management,married,tertiary,no,2260,yes,no,cellular,14,may,303.0,1,-1,0,
31.0,blue-collar,single,secondary,no,183,yes,no,cellular,14,may,258.0,1,300,1,success
55.0,management,married,primary,no,366,yes,no,cellular,14,may,161.0,1,364,1,failure
26.0,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786.0,1,-1,0,
39.0,management,married,tertiary,no,1738,yes,no,cellular,14,may,633.0,1,358,1,other
29.0,management,single,tertiary,no,21,yes,no,cellular,14,may,107.0,4,371,3,failure
46.0,management,divorced,tertiary,no,233,yes,yes,cellular,14,may,57.0,4,-1,0,
48.0,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307.0,1,177,2,failure
39.0,technician,single,secondary,no,-237,yes,no,cellular,14,may,64.0,2,-1,0,
42.0,blue-collar,single,primary,no,22,yes,no,cellular,14,may,116.0,4,365,1,failure
35.0,blue-collar,married,primary,no,113,yes,no,cellular,14,may,318.0,3,-1,0,
30.0,technician,married,secondary,no,0,yes,no,cellular,14,may,47.0,3,-1,0,
23.0,admin.,single,secondary,no,21,yes,yes,cellular,14,may,183.0,3,-1,0,
,blue-collar,married,,no,969,yes,no,cellular,14,may,343.0,2,-1,0,
25.0,student,single,secondary,no,963,yes,no,telephone,14,may,230.0,4,301,1,failure
28.0,admin.,single,secondary,no,3,no,no,cellular,14,may,138.0,2,-1,0,
42.0,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11.0,5,-1,0,
28.0,blue-collar,married,primary,no,206,yes,no,cellular,14,may,155.0,2,-1,0,
55.0,retired,married,secondary,no,785,yes,no,cellular,14,may,47.0,1,370,2,failure
42.0,entrepreneur,married,secondary,no,718,yes,no,cellular,14,may,201.0,2,365,2,failure
33.0,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72.0,2,370,1,failure
39.0,management,married,tertiary,no,1090,yes,no,cellular,14,may,11.0,5,-1,0,
45.0,blue-collar,married,primary,no,345,yes,no,telephone,14,may,289.0,3,-1,0,
43.0,technician,married,secondary,no,38,yes,no,cellular,14,may,273.0,1,-1,0,
30.0,admin.,single,secondary,no,43,yes,no,cellular,14,may,91.0,1,370,2,failure
40.0,blue-collar,married,primary,no,3705,yes,no,cellular,14,may,23.0,1,332,1,failure
28.0,technician,single,tertiary,no,375,yes,no,cellular,14,may,43.0,1,350,1,other
43.0,management,married,tertiary,no,-271,yes,yes,telephone,14,may,121.0,1,-1,0,
40.0,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449.0,1,-1,0,
50.0,management,married,secondary,no,125,yes,yes,cellular,14,may,8.0,5,-1,0,
30.0,blue-collar,married,secondary,no,15,yes,yes,cellular,14,may,524.0,1,370,2,failure
37.0,blue-collar,married,primary,no,397,yes,no,telephone,14,may,13.0,5,-1,0,
48.0,management,divorced,tertiary,no,541,yes,no,cellular,14,may,72.0,1,363,2,other
46.0,blue-collar,married,secondary,no,431,yes,no,cellular,14,may,157.0,4,367,1,failure
60.0,blue-collar,married,secondary,no,1407,yes,no,cellular,14,may,112.0,1,370,1,failure
34.0,blue-collar,married,secondary,no,175,yes,no,cellular,14,may,50.0,2,364,2,failure
43.0,entrepreneur,married,primary,no,2315,yes,yes,cellular,14,may,42.0,1,-1,0,
41.0,blue-collar,single,secondary,no,1880,no,yes,cellular,14,may,35.0,1,356,10,other
33.0,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123.0,1,360,3,other
43.0,technician,single,secondary,no,214,yes,no,cellular,14,may,335.0,1,-1,0,
,admin.,married,secondary,no,684,yes,no,cellular,14,may,607.0,3,-1,0,
30.0,blue-collar,married,secondary,no,-97,yes,yes,cellular,14,may,255.0,1,356,1,other
34.0,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334.0,2,-1,0,
55.0,retired,married,primary,no,-966,no,yes,cellular,14,may,104.0,1,-1,0,
29.0,management,married,secondary,no,231,no,no,cellular,14,may,1075.0,1,14,1,failure
35.0,management,married,tertiary,no,1212,yes,no,cellular,14,may,235.0,1,352,1,other
40.0,blue-collar,married,primary,no,637,yes,no,cellular,14,may,200.0,1,-1,0,
31.0,blue-collar,married,secondary,no,625,yes,no,cellular,14,may,137.0,3,-1,0,
37.0,technician,divorced,secondary,no,5957,yes,no,cellular,14,may,64.0,3,177,2,failure
41.0,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874.0,1,363,1,failure
,management,single,tertiary,no,1027,yes,no,cellular,14,may,433.0,1,-1,0,
31.0,management,married,tertiary,no,0,yes,no,cellular,14,may,215.0,1,-1,0,
31.0,technician,single,secondary,no,7567,no,no,cellular,14,may,287.0,1,276,2,failure
51.0,blue-collar,single,secondary,no,708,yes,no,telephone,14,may,391.0,1,364,1,failure
46.0,housemaid,single,secondary,no,198,yes,no,cellular,14,may,93.0,1,350,1,other
57.0,services,married,secondary,no,0,yes,no,cellular,14,may,16.0,9,282,3,other
28.0,student,married,secondary,no,704,yes,yes,cellular,14,may,171.0,3,-1,0,
26.0,technician,single,tertiary,no,468,yes,no,cellular,14,may,221.0,2,364,1,failure
,admin.,married,secondary,no,1934,no,yes,cellular,14,may,225.0,1,364,1,failure
36.0,management,married,secondary,no,1825,yes,no,cellular,14,may,24.0,1,346,1,failure
28.0,admin.,married,secondary,no,22,yes,yes,cellular,14,may,523.0,2,-1,0,
32.0,blue-collar,married,secondary,no,-103,yes,no,cellular,14,may,298.0,1,-1,0,
38.0,services,single,primary,no,393,yes,no,cellular,14,may,200.0,1,-1,0,
30.0,blue-collar,married,primary,no,99,yes,no,telephone,14,may,93.0,1,-1,0,
33.0,technician,single,secondary,no,716,yes,no,cellular,14,may,234.0,2,-1,0,
38.0,blue-collar,married,primary,no,132,yes,no,cellular,14,may,797.0,2,-1,0,
36.0,technician,single,secondary,no,-206,yes,no,cellular,14,may,419.0,1,360,4,failure
30.0,blue-collar,single,secondary,no,-177,yes,no,cellular,14,may,87.0,1,345,2,other
53.0,services,single,secondary,no,4778,yes,no,cellular,14,may,83.0,1,-1,0,
42.0,entrepreneur,married,tertiary,no,171,yes,no,cellular,14,may,135.0,1,176,5,failure
51.0,management,divorced,tertiary,no,-256,yes,yes,cellular,14,may,97.0,1,-1,0,
39.0,admin.,divorced,secondary,no,1089,yes,no,cellular,14,may,128.0,1,-1,0,
45.0,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586.0,1,364,1,failure
34.0,management,married,tertiary,no,273,yes,no,cellular,14,may,492.0,1,175,2,failure
29.0,admin.,married,tertiary,no,111,no,no,cellular,14,may,208.0,1,-1,0,
54.0,blue-collar,married,primary,no,316,yes,no,cellular,14,may,240.0,1,-1,0,
27.0,blue-collar,married,secondary,no,1295,yes,no,cellular,14,may,1106.0,1,-1,0,
31.0,blue-collar,single,primary,no,538,yes,no,cellular,14,may,703.0,4,-1,0,
43.0,technician,single,tertiary,no,275,yes,no,telephone,14,may,151.0,2,360,1,other
39.0,blue-collar,married,secondary,no,300,yes,no,cellular,14,may,506.0,1,-1,0,
39.0,blue-collar,married,secondary,no,-220,yes,no,cellular,14,may,282.0,1,352,2,failure
32.0,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563.0,1,-1,0,
23.0,blue-collar,single,secondary,no,1105,yes,no,cellular,14,may,377.0,1,-1,0,
42.0,blue-collar,single,primary,no,177,yes,no,cellular,14,may,174.0,2,-1,0,
33.0,blue-collar,married,secondary,no,245,yes,no,cellular,14,may,437.0,2,370,8,other
47.0,self-employed,married,tertiary,no,3,yes,no,cellular,14,may,199.0,15,-1,0,
29.0,admin.,married,secondary,no,1761,yes,yes,cellular,14,may,175.0,1,-1,0,
33.0,management,married,primary,no,262,yes,no,cellular,14,may,386.0,3,-1,0,
42.0,self-employed,married,secondary,no,2,yes,no,cellular,14,may,51.0,5,-1,0,
37.0,admin.,divorced,secondary,no,141,yes,no,cellular,14,may,233.0,1,-1,0,
33.0,blue-collar,single,primary,no,60,yes,no,cellular,14,may,74.0,1,290,2,failure
33.0,management,single,tertiary,no,-149,yes,no,cellular,14,may,111.0,1,296,3,failure
24.0,services,single,,no,608,yes,no,cellular,14,may,184.0,1,-1,0,
58.0,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,168.0,2,-1,0,
25.0,services,single,secondary,no,-107,yes,no,cellular,14,may,156.0,1,-1,0,
33.0,technician,single,secondary,no,287,yes,no,cellular,14,may,97.0,1,358,8,failure
31.0,technician,single,secondary,no,23,yes,no,cellular,14,may,97.0,1,370,1,failure
37.0,services,divorced,secondary,no,75,yes,no,cellular,14,may,160.0,1,-1,0,
39.0,services,single,secondary,no,1048,yes,no,cellular,14,may,149.0,1,-1,0,
34.0,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020.0,1,-1,0,
34.0,self-employed,single,tertiary,no,1272,yes,no,cellular,14,may,202.0,1,-1,0,
44.0,housemaid,married,primary,no,1342,yes,yes,telephone,14,may,112.0,2,370,2,failure
53.0,management,married,tertiary,no,261,yes,no,telephone,14,may,154.0,2,336,2,failure
24.0,blue-collar,married,primary,no,456,no,no,cellular,14,may,337.0,2,-1,0,
36.0,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723.0,1,356,2,success
35.0,student,divorced,primary,no,2755,yes,no,cellular,14,may,177.0,2,345,3,other
33.0,services,single,secondary,no,-448,yes,no,cellular,14,may,95.0,2,-1,0,
43.0,blue-collar,married,primary,no,533,yes,no,cellular,14,may,246.0,2,370,1,other
58.0,blue-collar,divorced,primary,no,2246,yes,no,cellular,14,may,294.0,2,-1,0,
52.0,management,divorced,tertiary,no,482,yes,no,cellular,14,may,162.0,4,365,1,failure
29.0,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406.0,2,-1,0,
46.0,blue-collar,married,secondary,no,312,yes,no,cellular,14,may,20.0,2,-1,0,
34.0,blue-collar,married,secondary,no,237,yes,no,cellular,14,may,115.0,3,-1,0,
36.0,blue-collar,divorced,primary,no,0,no,no,cellular,14,may,543.0,2,-1,0,
35.0,blue-collar,married,primary,no,422,yes,no,cellular,14,may,73.0,1,-1,0,
42.0,housemaid,single,primary,no,1179,yes,no,cellular,14,may,136.0,1,337,4,failure
39.0,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,9.0,10,330,10,other
37.0,blue-collar,married,secondary,no,700,yes,no,cellular,14,may,138.0,1,-1,0,
33.0,housemaid,single,secondary,no,96,yes,no,cellular,14,may,30.0,6,-1,0,
45.0,blue-collar,married,secondary,no,1003,yes,no,cellular,14,may,444.0,1,-1,0,
26.0,services,married,secondary,no,864,yes,yes,cellular,14,may,466.0,1,-1,0,
,blue-collar,divorced,secondary,no,65,yes,no,cellular,14,may,146.0,1,370,1,failure
33.0,blue-collar,married,secondary,no,249,yes,no,cellular,14,may,7.0,7,287,4,failure
36.0,blue-collar,married,secondary,no,779,yes,no,cellular,14,may,172.0,1,-1,0,
28.0,technician,married,secondary,no,58,yes,no,cellular,14,may,16.0,6,351,1,failure
35.0,services,divorced,secondary,no,221,yes,no,cellular,14,may,150.0,1,360,1,failure
27.0,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,88.0,1,353,2,failure
34.0,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163.0,1,175,6,other
45.0,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96.0,1,360,3,failure
46.0,blue-collar,divorced,secondary,no,1074,yes,no,cellular,14,may,277.0,2,-1,0,
34.0,management,single,tertiary,no,28,yes,no,cellular,14,may,175.0,1,358,2,failure
31.0,blue-collar,married,secondary,no,536,yes,no,cellular,14,may,22.0,6,-1,0,
29.0,technician,married,tertiary,no,604,yes,no,cellular,14,may,430.0,4,-1,0,
50.0,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,97.0,2,-1,0,
52.0,self-employed,married,secondary,no,213,yes,no,cellular,14,may,164.0,2,-1,0,
35.0,technician,married,tertiary,no,4,yes,no,cellular,14,may,88.0,1,-1,0,
38.0,management,married,tertiary,no,89,yes,no,cellular,14,may,71.0,1,360,10,failure
23.0,housemaid,single,secondary,no,650,yes,no,cellular,14,may,136.0,1,367,4,failure
56.0,blue-collar,married,secondary,no,-256,yes,yes,cellular,14,may,92.0,1,370,2,failure
37.0,blue-collar,married,primary,no,190,yes,no,cellular,14,may,17.0,6,-1,0,
36.0,technician,single,tertiary,no,0,yes,no,cellular,14,may,155.0,2,303,3,other
39.0,blue-collar,single,primary,no,-100,yes,no,cellular,14,may,159.0,1,358,2,failure
25.0,student,single,tertiary,no,938,yes,no,cellular,14,may,36.0,1,352,1,other
54.0,retired,divorced,tertiary,no,2682,yes,no,cellular,14,may,334.0,1,-1,0,
35.0,management,single,tertiary,no,478,yes,no,cellular,14,may,107.0,1,265,2,failure
36.0,entrepreneur,divorced,secondary,no,2996,yes,no,cellular,14,may,104.0,1,-1,0,
47.0,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143.0,1,370,2,failure
,blue-collar,married,secondary,no,130,yes,no,cellular,14,may,106.0,1,349,1,failure
46.0,admin.,married,secondary,no,-236,yes,no,telephone,14,may,217.0,2,-1,0,
29.0,unemployed,married,tertiary,no,111,yes,no,cellular,14,may,216.0,1,-1,0,
32.0,technician,married,tertiary,no,15,no,no,cellular,14,may,226.0,1,346,1,failure
55.0,services,single,secondary,no,1126,yes,no,telephone,14,may,166.0,1,-1,0,
38.0,blue-collar,married,primary,no,-42,yes,no,cellular,14,may,87.0,1,-1,0,
25.0,admin.,single,secondary,no,1235,yes,yes,cellular,14,may,64.0,1,349,3,failure
34.0,blue-collar,single,secondary,no,62,yes,no,cellular,14,may,105.0,1,-1,0,
34.0,self-employed,single,,no,687,yes,no,cellular,14,may,99.0,2,-1,0,
,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,130.0,2,-1,0,
28.0,blue-collar,married,tertiary,no,335,yes,no,cellular,14,may,256.0,1,322,3,success
25.0,admin.,single,secondary,no,248,yes,no,cellular,14,may,121.0,1,-1,0,
47.0,blue-collar,single,primary,no,133,yes,no,cellular,14,may,285.0,1,330,3,other
50.0,management,single,secondary,no,4527,yes,no,cellular,14,may,140.0,1,-1,0,
37.0,management,married,tertiary,no,8821,yes,no,cellular,14,may,167.0,1,-1,0,
28.0,blue-collar,married,secondary,no,519,yes,yes,cellular,14,may,311.0,1,-1,0,
54.0,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,691.0,1,-1,0,
42.0,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164.0,2,364,1,failure
43.0,services,married,primary,no,2567,yes,no,cellular,14,may,109.0,1,360,2,failure
29.0,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129.0,1,-1,0,
30.0,services,married,secondary,no,1222,yes,no,cellular,14,may,444.0,1,-1,0,
25.0,services,single,secondary,no,216,yes,no,cellular,14,may,175.0,3,-1,0,
35.0,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191.0,1,346,2,failure
54.0,blue-collar,divorced,,no,-473,yes,no,cellular,14,may,239.0,1,351,2,failure
52.0,blue-collar,married,secondary,no,633,yes,no,cellular,14,may,292.0,1,-1,0,
55.0,blue-collar,divorced,,no,1545,yes,no,cellular,14,may,59.0,1,345,2,failure
51.0,blue-collar,married,secondary,no,500,no,no,cellular,14,may,471.0,1,-1,0,
32.0,management,single,tertiary,no,499,yes,no,cellular,14,may,182.0,1,339,2,failure
33.0,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92.0,3,-1,0,
40.0,retired,single,primary,no,-79,no,no,cellular,14,may,396.0,1,370,1,failure
56.0,retired,divorced,primary,no,48,yes,no,cellular,14,may,132.0,2,-1,0,
37.0,management,divorced,secondary,no,1287,yes,no,cellular,14,may,432.0,1,-1,0,
36.0,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224.0,4,-1,0,
37.0,services,married,secondary,no,6089,yes,no,cellular,14,may,616.0,2,-1,0,
29.0,services,married,secondary,no,1002,yes,no,cellular,14,may,50.0,2,-1,0,
46.0,admin.,single,secondary,no,-976,yes,yes,cellular,14,may,111.0,1,-1,0,
34.0,blue-collar,married,primary,no,109,yes,no,cellular,14,may,685.0,2,-1,0,
44.0,self-employed,divorced,secondary,no,583,yes,no,cellular,14,may,423.0,3,-1,0,
34.0,blue-collar,married,secondary,no,332,no,no,cellular,14,may,134.0,2,-1,0,
56.0,admin.,single,secondary,no,3309,yes,no,cellular,14,may,65.0,1,-1,0,
34.0,admin.,married,secondary,no,384,yes,no,cellular,14,may,551.0,2,-1,0,
35.0,technician,married,secondary,no,222,yes,no,cellular,14,may,165.0,5,177,7,failure
37.0,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668.0,2,-1,0,
41.0,blue-collar,married,secondary,no,427,yes,yes,cellular,14,may,177.0,2,-1,0,
36.0,services,single,secondary,no,-267,yes,no,cellular,14,may,99.0,7,352,1,failure
33.0,technician,married,secondary,no,318,yes,no,cellular,14,may,108.0,4,342,14,other
32.0,blue-collar,married,secondary,no,169,yes,no,cellular,14,may,291.0,2,-1,0,
39.0,management,divorced,tertiary,no,126,no,no,cellular,14,may,170.0,1,-1,0,
31.0,management,single,tertiary,no,0,yes,yes,cellular,14,may,117.0,3,352,3,failure
34.0,blue-collar,married,secondary,no,2447,yes,no,cellular,14,may,330.0,2,-1,0,
42.0,services,married,primary,no,248,yes,no,cellular,14,may,480.0,2,-1,0,
29.0,admin.,single,secondary,no,891,yes,no,cellular,14,may,172.0,2,352,1,failure
48.0,blue-collar,married,secondary,no,333,yes,no,cellular,14,may,24.0,6,-1,0,
40.0,blue-collar,married,primary,no,105,yes,no,cellular,14,may,143.0,2,370,2,failure
35.0,blue-collar,single,primary,no,246,no,no,cellular,14,may,157.0,2,345,5,failure
49.0,management,divorced,tertiary,no,1253,yes,no,cellular,14,may,83.0,2,-1,0,
53.0,management,married,tertiary,no,-388,yes,no,cellular,14,may,111.0,3,356,1,other
37.0,services,single,secondary,no,887,no,no,cellular,14,may,553.0,2,-1,0,
37.0,blue-collar,married,secondary,no,561,yes,no,cellular,14,may,632.0,1,339,2,failure
40.0,management,single,tertiary,no,2258,yes,no,cellular,14,may,115.0,3,287,2,failure
45.0,admin.,divorced,tertiary,no,569,yes,no,cellular,14,may,228.0,1,-1,0,
34.0,admin.,married,secondary,no,626,yes,no,cellular,14,may,142.0,2,-1,0,
57.0,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172.0,2,364,1,failure
29.0,technician,single,secondary,no,1331,yes,yes,cellular,14,may,246.0,1,-1,0,
,services,single,secondary,no,573,yes,no,cellular,14,may,329.0,1,-1,0,
,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479.0,1,346,2,success
31.0,management,married,tertiary,no,183,yes,yes,cellular,14,may,46.0,3,-1,0,
42.0,services,single,secondary,no,0,yes,no,cellular,14,may,67.0,7,177,1,other
47.0,management,married,secondary,no,177,yes,no,cellular,14,may,95.0,3,-1,0,
32.0,blue-collar,single,primary,no,398,yes,no,cellular,14,may,209.0,2,-1,0,
33.0,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888.0,3,-1,0,
50.0,management,married,tertiary,no,451,yes,no,cellular,14,may,441.0,3,-1,0,
31.0,blue-collar,married,primary,no,42,yes,no,cellular,14,may,185.0,3,-1,0,
42.0,services,divorced,secondary,no,11177,yes,no,cellular,14,may,229.0,6,373,1,other
