brand,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai,i20,2012.0,335000.0,45000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5.0
Mahindra,XUV500,2016.0,1025000.0,22522,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0
Hyundai,i20,2012.0,320000.0,51856,Petrol,Dealer,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,5.0
Maruti,Ciaz,2015.0,550000.0,29434,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5.0
Honda,WR-V,2018.0,800000.0,25000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5.0
Tata,Tiago,2017.0,380000.0,28000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Renault,Duster,2013.0,400000.0,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,5.0
Maruti,Wagon,2016.0,375000.0,34500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Honda,City,2017.0,1100000.0,20000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5.0
,i20,2018.0,,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Nissan,Micra,2014.0,361000.0,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,5.0
Hyundai,,2012.0,140000.0,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
,Xcent,2019.0,550000.0,3000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5.0
Honda,Amaze,2019.0,670000.0,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5.0
Maruti,Vitara,2017.0,880000.0,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Ford,EcoSport,2018.0,950000.0,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0
Chevrolet,Cruze,2010.0,300000.0,60000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,5.0
Honda,City,2017.0,1150000.0,6825,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5.0
Chevrolet,Cruze,2015.0,450000.0,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,5.0
Maruti,Eeco,2018.0,375000.0,50000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5.0
Maruti,Ertiga,2016.0,600000.0,13500,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,7.0
Toyota,Innova,2008.0,700000.0,260000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Hyundai,Xcent,2018.0,600000.0,65000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,5.0
Mahindra,Xylo,2014.0,630000.0,95000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,8.0
Maruti,Ciaz,2016.0,590000.0,40000,Petrol,Individual,Manual,Second Owner,20.73 kmpl,1373 CC,91.1 bhp,5.0
Hyundai,Santro,2019.0,420000.0,30000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0
Mitsubishi,Pajero,2016.0,1950000.0,120000,Diesel,Individual,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,7.0
Tata,New,2013.0,541000.0,112011,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,7.0
Toyota,Innova,2015.0,900000.0,125000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Tata,Manza,2009.0,250000.0,43000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,5.0
Mahindra,Bolero,2019.0,670000.0,53534,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Tata,Tigor,2019.0,530000.0,20000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,83.81 bhp,5.0
Chevrolet,Beat,2012.0,150000.0,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5.0
Mahindra,XUV500,2013.0,550000.0,70000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Mahindra,Scorpio,2015.0,650000.0,150000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0
Tata,Indica,2012.0,180000.0,100000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,5.0
Mahindra,Thar,2015.0,585000.0,50000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,7.0
Hyundai,i20,2013.0,345000.0,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5.0
Maruti,Swift,2013.0,350000.0,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Honda,BRV,2016.0,725000.0,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,7.0
Tata,Venture,2012.0,250000.0,120000,Diesel,Individual,Manual,First Owner,15.42 kmpl,1405 CC,70 bhp,7.0
Maruti,800,2002.0,45000.0,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Toyota,Innova,2007.0,409999.0,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,8.0
,KWID,2017.0,325000.0,16500,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,5.0
Maruti,Alto,2016.0,350000.0,9900,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Maruti,Alto,2012.0,180000.0,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Fiat,Linea,2010.0,150000.0,100000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1368 CC,90 bhp,5.0
Maruti,Dzire,2020.0,700000.0,20000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,5.0
Maruti,Ciaz,2016.0,795000.0,90000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0
Mahindra,Thar,2019.0,950000.0,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6.0
Volkswagen,Vento,2018.0,885000.0,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,5.0
Maruti,Ritz,2011.0,160000.0,140000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Hyundai,i20,2012.0,300000.0,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Volkswagen,Vento,2018.0,950000.0,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,5.0
Maruti,Ertiga,2015.0,549000.0,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0
Audi,A3,2018.0,3000000.0,20000,Diesel,Individual,Automatic,First Owner,20.38 kmpl,1968 CC,143 bhp,5.0
Toyota,Innova,2015.0,1200000.0,61000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Renault,Fluence,2012.0,570000.0,100000,Diesel,Individual,Manual,Second Owner,21.8 kmpl,1461 CC,78 bhp,5.0
Mahindra,Thar,2017.0,800000.0,60000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,6.0
Hyundai,Verna,2009.0,375000.0,100000,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110 bhp,5.0
Mahindra,Bolero,2009.0,300000.0,170000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Toyota,Etios,2013.0,350000.0,100000,Petrol,Individual,Manual,Second Owner,16.78 kmpl,1496 CC,88.73 bhp,5.0
Mahindra,Bolero,2011.0,400000.0,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Volkswagen,Polo,2015.0,434999.0,50000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,5.0
Maruti,Alto,2015.0,260000.0,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Maruti,Swift,2013.0,450000.0,24019,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Hyundai,Verna,2013.0,459999.0,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Maruti,Ritz,2011.0,210000.0,100000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Maruti,Swift,2015.0,540000.0,93000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0
,Ertiga,2017.0,710000.0,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0
Maruti,Alto,2018.0,285000.0,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0
Hyundai,Creta,2019.0,,19600,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,5.0
,Indigo,2017.0,362000.0,104000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,5.0
Ford,EcoSport,2017.0,880000.0,33000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0
Mahindra,,2017.0,700000.0,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Mahindra,Bolero,2016.0,600000.0,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0
Nissan,Terrano,2015.0,700000.0,40000,Petrol,Individual,Manual,First Owner,13.24 kmpl,1598 CC,102.5 bhp,5.0
Tata,Tiago,2016.0,400000.0,60000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0
Hyundai,Accent,2010.0,165000.0,80000,LPG,Individual,Manual,First Owner,13.2 km/kg,1495 CC,93.7 bhp,5.0
Toyota,Innova,2007.0,350000.0,376412,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti,Ertiga,2014.0,425000.0,80000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7.0
Hyundai,Santro,2012.0,180000.0,70000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Maruti,Alto,2012.0,170000.0,90000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
Mahindra,Bolero,2014.0,370000.0,183000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0
Maruti,Vitara,2018.0,800000.0,27000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Ford,EcoSport,2017.0,900000.0,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0
Maruti,Swift,2013.0,,120000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Maruti,Swift,2014.0,445000.0,80000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,,2014.0,459999.0,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Wagon,2013.0,275000.0,55000,LPG,Individual,Manual,First Owner,14.4 km/kg,998 CC,61.7 bhp,5.0
Maruti,Ritz,2009.0,200000.0,120000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Maruti,,2012.0,350000.0,72000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1197 CC,85.8 bhp,5.0
Tata,New,2007.0,95000.0,120000,Diesel,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,7.0
Toyota,Etios,2014.0,550000.0,250000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5.0
Chevrolet,Tavera,2016.0,900000.0,100000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,9.0
Tata,Sumo,2013.0,350000.0,120000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.83 bhp,7.0
Hyundai,Grand,2014.0,455999.0,32000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0
Maruti,Alto,2008.0,129000.0,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti,Alto,2017.0,254000.0,40000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0
Ford,Ecosport,2014.0,570000.0,48000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5.0
,Terrano,2018.0,840000.0,30000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5.0
Tata,New,2010.0,235000.0,100000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,7.0
Mahindra,TUV,2016.0,700000.0,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Hyundai,Grand,2018.0,528000.0,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5.0
Jeep,Compass,2017.0,1500000.0,12000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5.0
Mahindra,Bolero,2016.0,560000.0,72000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0
Mahindra,Bolero,2016.0,600000.0,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0
Chevrolet,Aveo,2007.0,102000.0,50000,Petrol,Individual,Manual,Second Owner,15.26 kmpl,1150 CC,74.9 bhp,5.0
Mahindra,XUV500,2014.0,750000.0,70000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,
Chevrolet,Aveo,2010.0,148000.0,70000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,5.0
Maruti,Baleno,2015.0,650000.0,50000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Volkswagen,Polo,2012.0,310000.0,40000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,5.0
Hyundai,Xcent,2014.0,480000.0,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,5.0
Maruti,Alto,2018.0,320000.0,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0
Honda,City,2015.0,750000.0,40000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5.0
Nissan,,2017.0,370000.0,40000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5.0
Maruti,Swift,2013.0,320000.0,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0
Maruti,Swift,2013.0,420000.0,67000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0
Maruti,Swift,2010.0,240000.0,60000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0
Datsun,RediGO,2017.0,220000.0,60000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,5.0
Honda,Amaze,2018.0,675000.0,40000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Toyota,Etios,2016.0,434999.0,50000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1197 CC,78.8 bhp,5.0
Honda,CR-V,2006.0,125000.0,200000,Petrol,Individual,Automatic,Third Owner,13.1 kmpl,1997 CC,141.1 bhp,5.0
Mahindra,KUV,2016.0,400000.0,14000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,6.0
Chevrolet,Tavera,2015.0,425000.0,70000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,9.0
Maruti,Ritz,2010.0,311000.0,94000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,75 bhp,5.0
Chevrolet,Tavera,2015.0,509999.0,197000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,10.0
Ford,Figo,2015.0,530000.0,79000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Skoda,Octavia,2008.0,210000.0,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,5.0
Mahindra,Marazzo,2019.0,977000.0,30000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8.0
Maruti,Wagon,2018.0,440000.0,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Wagon,2018.0,440000.0,17000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Hyundai,i20,2018.0,655000.0,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Renault,KWID,2016.0,,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Hyundai,Getz,2007.0,65000.0,70000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1086 CC,66.6 bhp,5.0
Tata,Hexa,2017.0,1200000.0,150000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
Tata,Hexa,2017.0,1251000.0,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
Tata,Indigo,2010.0,200000.0,60000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5.0
,i20,2016.0,750000.0,40000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5.0
Maruti,Wagon,2018.0,,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,5.0
Honda,Amaze,2017.0,475000.0,57000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5.0
Tata,Indigo,2012.0,110000.0,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1405 CC,70 bhp,5.0
Renault,KWID,2017.0,350000.0,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5.0
Maruti,Swift,2016.0,450000.0,175000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Tata,Indigo,2010.0,150000.0,90000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,5.0
Tata,Indica,2009.0,80000.0,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0
Hyundai,i20,2015.0,430000.0,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Toyota,Innova,2017.0,1450000.0,81000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0
Chevrolet,Cruze,2011.0,360000.0,100000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,5.0
Tata,Hexa,2017.0,1445000.0,60000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
Honda,City,2016.0,,60000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0
,GLA,2016.0,2000000.0,70000,Petrol,Individual,Automatic,First Owner,13.7 kmpl,1991 CC,183 bhp,5.0
Honda,Amaze,2015.0,440000.0,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Hyundai,i20,2012.0,254999.0,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Datsun,GO,2018.0,530000.0,65000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,7.0
Mahindra,XUV500,2016.0,890000.0,40000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,1997 CC,140 bhp,7.0
Volkswagen,Polo,2013.0,280000.0,80000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Maruti,Swift,2017.0,725000.0,35000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
,TUV,2016.0,700000.0,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Maruti,Zen,2007.0,90000.0,70000,Petrol,Individual,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,5.0
Hyundai,i10,2015.0,287000.0,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Hyundai,Creta,2018.0,1380000.0,55000,Petrol,Individual,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,5.0
Toyota,Innova,2013.0,750000.0,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Hyundai,Verna,2016.0,650000.0,40000,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,5.0
Maruti,Wagon,2013.0,240000.0,108916,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Hyundai,EON,2013.0,290000.0,40000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Hyundai,EON,2014.0,229999.0,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Honda,City,2016.0,1000000.0,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0
Hyundai,Santro,2012.0,200000.0,90000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Maruti,Alto,2004.0,90000.0,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Hyundai,i20,2012.0,330000.0,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Maruti,Ritz,2009.0,200000.0,70000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Mahindra,KUV,2018.0,420000.0,31000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0
Maruti,Swift,2009.0,260000.0,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Hyundai,i20,2016.0,590000.0,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti,Swift,2015.0,545000.0,180000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Maruti,Wagon,2011.0,210000.0,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Honda,City,2008.0,185000.0,110000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Maruti,Wagon,2006.0,125000.0,59000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Hyundai,EON,2014.0,280000.0,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Maruti,Wagon,2005.0,98000.0,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Tata,Indica,2009.0,100000.0,190000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,5.0
Mahindra,Verito,2013.0,,180000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,5.0
Toyota,Fortuner,2010.0,750000.0,150000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7.0
Chevrolet,Optra,2007.0,160000.0,130000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,5.0
Hyundai,Verna,2013.0,509999.0,120000,Diesel,Individual,Automatic,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,5.0
Tata,Indica,2009.0,95000.0,80000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,5.0
Hyundai,Verna,2014.0,525000.0,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Datsun,RediGO,2017.0,278000.0,20000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,5.0
Maruti,800,1997.0,50000.0,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Volkswagen,Polo,2011.0,254999.0,120000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Maruti,S-Cross,2018.0,950000.0,51000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5.0
Honda,City,2007.0,229999.0,60000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Toyota,Innova,2009.0,600000.0,220000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti,Alto,2017.0,330000.0,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0
Maruti,Alto,2017.0,350000.0,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Volkswagen,Polo,2016.0,560000.0,35000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1199 CC,74 bhp,5.0
Maruti,Wagon,2017.0,440000.0,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,A-Star,2011.0,220000.0,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5.0
Maruti,Swift,2017.0,750000.0,110000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Mahindra,XUV500,2015.0,800000.0,140000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Tata,Indica,2007.0,59259.0,104000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0
Mahindra,Thar,2015.0,750000.0,16000,Diesel,Individual,Manual,First Owner,18.06 kmpl,2523 CC,63 bhp,7.0
Maruti,Baleno,2019.0,,7200,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,5.0
Volkswagen,Polo,2011.0,320000.0,77000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Mahindra,KUV,2017.0,690000.0,40000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0
Maruti,Swift,2012.0,375000.0,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Ford,Figo,2017.0,620000.0,50000,Petrol,Individual,Manual,First Owner,18.12 kmpl,1196 CC,86.8 bhp,5.0
